Mirna,Target,energy,gap_l,gap_r
hsa-miR-23c,NFIA,-11.03,3949,3970
hsa-miR-23c,NFIA,-14,8420,8439
hsa-miR-23c,NFIA,-10.22,7034,7058
hsa-miR-23c,PTEN,-10.21,6982,7003
hsa-miR-23c,PTEN,-12.22,4508,4529
hsa-miR-23c,PTEN,-15.19,5154,5175
hsa-miR-23c,PTEN,-12.78,5610,5633
hsa-miR-23c,PTEN,-10.45,3836,3858
hsa-miR-23c,PTEN,-10.21,7096,7117
hsa-miR-23c,PTEN,-12.22,4622,4643
hsa-miR-23c,PTEN,-15.19,5268,5289
hsa-miR-23c,PTEN,-12.78,5724,5747
hsa-miR-23c,PTEN,-10.45,3950,3972
hsa-miR-20a-5p,SOX5,-14.94,3709,3729
hsa-miR-20a-5p,SOX5,-21,2402,2424
hsa-miR-20a-5p,SOX5,-18.35,2451,2474
hsa-miR-20a-5p,SOX5,-11.93,3288,3309
hsa-miR-20a-5p,SOX5,-12.38,4047,4070
hsa-miR-20a-5p,SOX5,-16.66,56,78
hsa-miR-20a-5p,SOX5,-12.85,731,752
hsa-miR-20a-5p,SOX5,-14.84,2883,2907
hsa-miR-20a-5p,SOX5,-12.32,2686,2707
hsa-miR-20a-5p,SOX5,-13.56,864,891
hsa-miR-20a-5p,SOX5,-11.49,3270,3291
hsa-miR-20a-5p,SOX5,-10.35,4090,4110
hsa-miR-20a-5p,SOX5,-14.15,516,537
hsa-miR-20a-5p,SOX5,-20.27,2193,2214
hsa-miR-20a-5p,SOX5,-6.98,1746,1768
hsa-miR-20a-5p,SOX5,-9.46,2294,2316
hsa-miR-20a-5p,SOX5,-7.21,3850,3873
hsa-miR-20a-5p,SOX5,-6.39,4454,4479
hsa-miR-20a-5p,SOX5,-10.05,337,358
hsa-miR-20a-5p,SOX5,-16.03,2712,2735
hsa-miR-20a-5p,SOX5,-8.24,3119,3142
hsa-miR-20a-5p,SOX5,-5.29,3100,3122
hsa-miR-20a-5p,SOX5,-9.36,3183,3205
hsa-miR-20a-5p,SOX5,-6.6,3359,3381
hsa-miR-20a-5p,SOX5,-5.18,3372,3394
hsa-miR-20a-5p,SOX5,-6.74,3962,3984
hsa-miR-20a-5p,SOX5,-9.98,2316,2338
hsa-miR-20a-5p,SOX5,-11.72,3490,3512
hsa-miR-20a-5p,SOX5,-6.1,4497,4520
hsa-miR-20a-5p,SOX5,-12.67,1440,1460
hsa-miR-20a-5p,SOX5,-13.1,1663,1686
hsa-miR-20a-5p,SOX5,-8.55,2165,2187
hsa-miR-20a-5p,SOX5,-8.35,3002,3026
hsa-miR-20a-5p,SOX5,-11.07,3598,3618
hsa-miR-20a-5p,SOX5,-9.66,106,125
hsa-miR-20a-5p,SOX5,-7.61,568,590
hsa-miR-20a-5p,SOX5,-12.39,577,600
hsa-miR-20a-5p,SOX5,-10.62,1337,1359
hsa-miR-20a-5p,SOX5,-6.12,2904,2926
hsa-miR-20a-5p,SOX5,-4.07,2926,2948
hsa-miR-20a-5p,SOX5,-9.26,3462,3484
hsa-miR-20a-5p,SOX5,-8.18,3700,3722
hsa-miR-20a-5p,SOX5,-11.11,3895,3918
hsa-miR-20a-5p,SOX5,-11.66,4238,4260
hsa-miR-20a-5p,SOX5,-14.94,3460,3480
hsa-miR-20a-5p,SOX5,-21,2153,2175
hsa-miR-20a-5p,SOX5,-18.35,2202,2225
hsa-miR-20a-5p,SOX5,-11.93,3039,3060
hsa-miR-20a-5p,SOX5,-12.38,3798,3821
hsa-miR-20a-5p,SOX5,-12.85,806,827
hsa-miR-20a-5p,SOX5,-14.84,2634,2658
hsa-miR-20a-5p,SOX5,-12.32,2437,2458
hsa-miR-20a-5p,SOX5,-13.56,939,966
hsa-miR-20a-5p,SOX5,-9.91,358,380
hsa-miR-20a-5p,SOX5,-11.49,3021,3042
hsa-miR-20a-5p,SOX5,-10.35,3841,3861
hsa-miR-20a-5p,SOX5,-14.15,591,612
hsa-miR-20a-5p,SOX5,-20.27,1944,1965
hsa-miR-20a-5p,SOX5,-9.46,2045,2067
hsa-miR-20a-5p,SOX5,-7.21,3601,3624
hsa-miR-20a-5p,SOX5,-6.39,4205,4230
hsa-miR-20a-5p,SOX5,-16.03,2463,2486
hsa-miR-20a-5p,SOX5,-8.24,2870,2893
hsa-miR-20a-5p,SOX5,-5.29,2851,2873
hsa-miR-20a-5p,SOX5,-9.36,2934,2956
hsa-miR-20a-5p,SOX5,-6.6,3110,3132
hsa-miR-20a-5p,SOX5,-5.18,3123,3145
hsa-miR-20a-5p,SOX5,-6.74,3713,3735
hsa-miR-20a-5p,SOX5,-9.98,2067,2089
hsa-miR-20a-5p,SOX5,-11.72,3241,3263
hsa-miR-20a-5p,SOX5,-6.1,4248,4271
hsa-miR-20a-5p,SOX5,-12.67,1515,1535
hsa-miR-20a-5p,SOX5,-8.55,1916,1938
hsa-miR-20a-5p,SOX5,-8.35,2753,2777
hsa-miR-20a-5p,SOX5,-11.07,3349,3369
hsa-miR-20a-5p,SOX5,-7.61,643,665
hsa-miR-20a-5p,SOX5,-12.39,652,675
hsa-miR-20a-5p,SOX5,-10.62,1412,1434
hsa-miR-20a-5p,SOX5,-6.12,2655,2677
hsa-miR-20a-5p,SOX5,-4.07,2677,2699
hsa-miR-20a-5p,SOX5,-9.26,3213,3235
hsa-miR-20a-5p,SOX5,-8.18,3451,3473
hsa-miR-20a-5p,SOX5,-11.11,3646,3669
hsa-miR-20a-5p,SOX5,-11.66,3989,4011
hsa-miR-20a-5p,SOX5,-14.94,3500,3520
hsa-miR-20a-5p,SOX5,-21,2193,2215
hsa-miR-20a-5p,SOX5,-18.35,2242,2265
hsa-miR-20a-5p,SOX5,-11.93,3079,3100
hsa-miR-20a-5p,SOX5,-12.38,3838,3861
hsa-miR-20a-5p,SOX5,-12.85,522,543
hsa-miR-20a-5p,SOX5,-14.84,2674,2698
hsa-miR-20a-5p,SOX5,-12.32,2477,2498
hsa-miR-20a-5p,SOX5,-13.56,655,682
hsa-miR-20a-5p,SOX5,-11.49,3061,3082
hsa-miR-20a-5p,SOX5,-10.35,3881,3901
hsa-miR-20a-5p,SOX5,-14.15,307,328
hsa-miR-20a-5p,SOX5,-20.27,1984,2005
hsa-miR-20a-5p,SOX5,-6.98,1537,1559
hsa-miR-20a-5p,SOX5,-9.46,2085,2107
hsa-miR-20a-5p,SOX5,-7.21,3641,3664
hsa-miR-20a-5p,SOX5,-6.39,4245,4270
hsa-miR-20a-5p,SOX5,-16.03,2503,2526
hsa-miR-20a-5p,SOX5,-8.24,2910,2933
hsa-miR-20a-5p,SOX5,-5.29,2891,2913
hsa-miR-20a-5p,SOX5,-9.36,2974,2996
hsa-miR-20a-5p,SOX5,-6.6,3150,3172
hsa-miR-20a-5p,SOX5,-5.18,3163,3185
hsa-miR-20a-5p,SOX5,-6.74,3753,3775
hsa-miR-20a-5p,SOX5,-9.98,2107,2129
hsa-miR-20a-5p,SOX5,-11.72,3281,3303
hsa-miR-20a-5p,SOX5,-6.1,4288,4311
hsa-miR-20a-5p,SOX5,-12.67,1231,1251
hsa-miR-20a-5p,SOX5,-13.1,1454,1477
hsa-miR-20a-5p,SOX5,-8.55,1956,1978
hsa-miR-20a-5p,SOX5,-8.35,2793,2817
hsa-miR-20a-5p,SOX5,-11.07,3389,3409
hsa-miR-20a-5p,SOX5,-7.61,359,381
hsa-miR-20a-5p,SOX5,-12.39,368,391
hsa-miR-20a-5p,SOX5,-10.62,1128,1150
hsa-miR-20a-5p,SOX5,-6.12,2695,2717
hsa-miR-20a-5p,SOX5,-4.07,2717,2739
hsa-miR-20a-5p,SOX5,-9.26,3253,3275
hsa-miR-20a-5p,SOX5,-8.18,3491,3513
hsa-miR-20a-5p,SOX5,-11.11,3686,3709
hsa-miR-20a-5p,SOX5,-11.66,4029,4051
hsa-miR-20a-5p,SOX5,-14.94,3476,3496
hsa-miR-20a-5p,SOX5,-21,2169,2191
hsa-miR-20a-5p,SOX5,-18.35,2218,2241
hsa-miR-20a-5p,SOX5,-11.93,3055,3076
hsa-miR-20a-5p,SOX5,-12.38,3814,3837
hsa-miR-20a-5p,SOX5,-12.85,498,519
hsa-miR-20a-5p,SOX5,-14.84,2650,2674
hsa-miR-20a-5p,SOX5,-12.32,2453,2474
hsa-miR-20a-5p,SOX5,-13.56,631,658
hsa-miR-20a-5p,SOX5,-11.49,3037,3058
hsa-miR-20a-5p,SOX5,-10.35,3857,3877
hsa-miR-20a-5p,SOX5,-14.15,283,304
hsa-miR-20a-5p,SOX5,-20.27,1960,1981
hsa-miR-20a-5p,SOX5,-6.98,1513,1535
hsa-miR-20a-5p,SOX5,-9.46,2061,2083
hsa-miR-20a-5p,SOX5,-3.99,75,97
hsa-miR-20a-5p,SOX5,-7.21,3617,3640
hsa-miR-20a-5p,SOX5,-6.39,4221,4246
hsa-miR-20a-5p,SOX5,-16.03,2479,2502
hsa-miR-20a-5p,SOX5,-8.24,2886,2909
hsa-miR-20a-5p,SOX5,-5.29,2867,2889
hsa-miR-20a-5p,SOX5,-9.36,2950,2972
hsa-miR-20a-5p,SOX5,-6.6,3126,3148
hsa-miR-20a-5p,SOX5,-5.18,3139,3161
hsa-miR-20a-5p,SOX5,-6.74,3729,3751
hsa-miR-20a-5p,SOX5,-9.98,2083,2105
hsa-miR-20a-5p,SOX5,-11.72,3257,3279
hsa-miR-20a-5p,SOX5,-6.1,4264,4287
hsa-miR-20a-5p,SOX5,-12.67,1207,1227
hsa-miR-20a-5p,SOX5,-13.1,1430,1453
hsa-miR-20a-5p,SOX5,-8.55,1932,1954
hsa-miR-20a-5p,SOX5,-8.35,2769,2793
hsa-miR-20a-5p,SOX5,-11.07,3365,3385
hsa-miR-20a-5p,SOX5,-9.15,17,39
hsa-miR-20a-5p,SOX5,-7.61,335,357
hsa-miR-20a-5p,SOX5,-12.39,344,367
hsa-miR-20a-5p,SOX5,-10.62,1104,1126
hsa-miR-20a-5p,SOX5,-6.12,2671,2693
hsa-miR-20a-5p,SOX5,-4.07,2693,2715
hsa-miR-20a-5p,SOX5,-9.26,3229,3251
hsa-miR-20a-5p,SOX5,-8.18,3467,3489
hsa-miR-20a-5p,SOX5,-11.11,3662,3685
hsa-miR-20a-5p,SOX5,-11.66,4005,4027
hsa-miR-20a-5p,SOX5,-14.94,2276,2296
hsa-miR-20a-5p,SOX5,-21,969,991
hsa-miR-20a-5p,SOX5,-18.35,1018,1041
hsa-miR-20a-5p,SOX5,-11.93,1855,1876
hsa-miR-20a-5p,SOX5,-12.38,2614,2637
hsa-miR-20a-5p,SOX5,-14.84,1450,1474
hsa-miR-20a-5p,SOX5,-12.32,1253,1274
hsa-miR-20a-5p,SOX5,-11.49,1837,1858
hsa-miR-20a-5p,SOX5,-10.35,2657,2677
hsa-miR-20a-5p,SOX5,-20.27,760,781
hsa-miR-20a-5p,SOX5,-6.98,313,335
hsa-miR-20a-5p,SOX5,-9.46,861,883
hsa-miR-20a-5p,SOX5,-7.21,2417,2440
hsa-miR-20a-5p,SOX5,-6.39,3021,3046
hsa-miR-20a-5p,SOX5,-16.03,1279,1302
hsa-miR-20a-5p,SOX5,-8.24,1686,1709
hsa-miR-20a-5p,SOX5,-5.29,1667,1689
hsa-miR-20a-5p,SOX5,-9.36,1750,1772
hsa-miR-20a-5p,SOX5,-6.6,1926,1948
hsa-miR-20a-5p,SOX5,-5.18,1939,1961
hsa-miR-20a-5p,SOX5,-6.74,2529,2551
hsa-miR-20a-5p,SOX5,-9.98,883,905
hsa-miR-20a-5p,SOX5,-11.72,2057,2079
hsa-miR-20a-5p,SOX5,-6.1,3064,3087
hsa-miR-20a-5p,SOX5,-13.1,230,253
hsa-miR-20a-5p,SOX5,-8.55,732,754
hsa-miR-20a-5p,SOX5,-8.35,1569,1593
hsa-miR-20a-5p,SOX5,-11.07,2165,2185
hsa-miR-20a-5p,SOX5,-6.12,1471,1493
hsa-miR-20a-5p,SOX5,-4.07,1493,1515
hsa-miR-20a-5p,SOX5,-9.26,2029,2051
hsa-miR-20a-5p,SOX5,-8.18,2267,2289
hsa-miR-20a-5p,SOX5,-11.11,2462,2485
hsa-miR-20a-5p,SOX5,-11.66,2805,2827
hsa-miR-21-5p,TNKS2,-14.6,3936,3960
hsa-miR-21-5p,TNKS2,-13.41,5706,5728
hsa-miR-21-5p,TNKS2,-5.99,1571,1593
hsa-miR-21-5p,TNKS2,-16.72,3697,3718
hsa-miR-21-5p,TNKS2,-9.07,5565,5586
hsa-miR-21-5p,TNKS2,-20.33,3660,3684
hsa-miR-21-5p,TNKS2,-6.7,819,840
hsa-miR-21-5p,TNKS2,-9.44,2513,2533
hsa-miR-21-5p,TNKS2,-11.42,2729,2750
hsa-miR-21-5p,TNKS2,-10.84,1303,1324
hsa-miR-21-5p,TNKS2,-5.07,4453,4474
hsa-miR-21-5p,TNKS2,-11.01,4883,4902
hsa-miR-21-5p,TNKS2,-4.23,5474,5496
hsa-miR-21-5p,TNKS2,-7.99,4540,4560
hsa-miR-21-5p,TNKS2,-8.07,668,691
hsa-miR-21-5p,TNKS2,-13.13,2041,2062
hsa-miR-21-5p,TNKS2,-7.45,4506,4526
hsa-miR-21-5p,TNKS2,-5.93,5009,5032
hsa-miR-21-5p,TNKS2,-11.52,1223,1244
hsa-miR-21-5p,TNKS2,-13.87,1508,1531
hsa-miR-21-5p,TNKS2,-8.47,2350,2373
hsa-miR-21-5p,TNKS2,-4.15,3584,3605
hsa-miR-21-5p,TNKS2,-10.44,4344,4366
hsa-miR-21-5p,TNKS2,-5.04,5792,5816
hsa-miR-21-5p,TNKS2,-8.05,1172,1193
hsa-miR-21-5p,TNKS2,-9.09,1640,1661
hsa-miR-21-5p,TNKS2,-9.67,3048,3069
hsa-miR-21-5p,TNKS2,-9.09,4521,4542
hsa-miR-21-5p,TNKS2,-5.06,4685,4706
hsa-miR-21-5p,TNKS2,-12.72,408,426
hsa-miR-21-5p,TNKS2,-7.85,2992,3013
hsa-miR-21-5p,TNKS2,-3.4,4063,4086
hsa-miR-21-5p,TNKS2,-11.65,2267,2289
hsa-miR-21-5p,TNKS2,-4.89,4489,4511
hsa-miR-21-5p,TNKS2,-14.56,5308,5328
hsa-miR-21-5p,TNKS2,-14.37,1469,1489
hsa-miR-21-5p,TNKS2,-11.68,1923,1948
hsa-miR-21-5p,TNKS2,-6.88,3407,3428
hsa-miR-21-5p,TNKS2,-5.6,4190,4210
hsa-miR-21-5p,TNKS2,-6.74,810,831
hsa-miR-21-5p,TNKS2,-12.85,1291,1312
hsa-miR-21-5p,TNKS2,-14.49,1774,1795
hsa-miR-21-5p,TNKS2,-6.91,2929,2948
hsa-miR-21-5p,TNKS2,-7.57,5140,5161
hsa-miR-21-5p,TNKS2,-5.16,5758,5778
hsa-miR-21-5p,PTEN,-9.19,5783,5804
hsa-miR-21-5p,PTEN,-14.08,6423,6443
hsa-miR-21-5p,PTEN,-8.85,4233,4256
hsa-miR-21-5p,PTEN,-11.79,2659,2680
hsa-miR-21-5p,PTEN,-14.21,7036,7058
hsa-miR-21-5p,PTEN,-10.06,4474,4495
hsa-miR-21-5p,PTEN,-5.9,5492,5513
hsa-miR-21-5p,PTEN,-7.98,6064,6085
hsa-miR-21-5p,PTEN,-4.07,2275,2297
hsa-miR-21-5p,PTEN,-16.7,5953,5976
hsa-miR-21-5p,PTEN,-6.85,4996,5015
hsa-miR-21-5p,PTEN,-9.11,7427,7449
hsa-miR-21-5p,PTEN,-6.87,7877,7899
hsa-miR-21-5p,PTEN,-7.98,8530,8552
hsa-miR-21-5p,PTEN,-8.56,4313,4334
hsa-miR-21-5p,PTEN,-6.94,8457,8480
hsa-miR-21-5p,PTEN,-13.3,8312,8333
hsa-miR-21-5p,PTEN,-11.81,3783,3804
hsa-miR-21-5p,PTEN,-11.64,4868,4891
hsa-miR-21-5p,PTEN,-9.16,3342,3367
hsa-miR-21-5p,PTEN,-11.57,6501,6525
hsa-miR-21-5p,PTEN,-8.74,911,930
hsa-miR-21-5p,PTEN,-10.11,4561,4580
hsa-miR-21-5p,PTEN,-8.28,6111,6134
hsa-miR-21-5p,PTEN,-3.97,6340,6362
hsa-miR-21-5p,PTEN,-5.03,7522,7543
hsa-miR-21-5p,PTEN,-12.55,3073,3094
hsa-miR-21-5p,PTEN,-2.17,6870,6891
hsa-miR-21-5p,PTEN,-5.6,7084,7105
hsa-miR-21-5p,PTEN,-9.96,1724,1745
hsa-miR-21-5p,PTEN,-10.69,2602,2625
hsa-miR-21-5p,PTEN,-9.59,7916,7940
hsa-miR-21-5p,PTEN,-11.8,4520,4544
hsa-miR-21-5p,PTEN,-8.22,4776,4801
hsa-miR-21-5p,PTEN,-7.57,7130,7149
hsa-miR-21-5p,PTEN,-11.01,4030,4051
hsa-miR-21-5p,PTEN,-6.1,5252,5272
hsa-miR-21-5p,PTEN,-8.77,8030,8052
hsa-miR-21-5p,PTEN,-8.55,187,208
hsa-miR-21-5p,PTEN,-6.27,3012,3033
hsa-miR-21-5p,PTEN,-8.88,4056,4076
hsa-miR-21-5p,PTEN,-12.88,5304,5325
hsa-miR-21-5p,PTEN,-7.8,7647,7667
hsa-miR-21-5p,PTEN,-6.25,7839,7860
hsa-miR-21-5p,PTEN,-7.61,1006,1025
hsa-miR-21-5p,PTEN,-6.2,2527,2548
hsa-miR-21-5p,PTEN,-2.71,3960,3982
hsa-miR-21-5p,PTEN,-5.83,4755,4777
hsa-miR-21-5p,PTEN,-10.83,5056,5079
hsa-miR-21-5p,PTEN,-9.66,1174,1198
hsa-miR-21-5p,PTEN,-11.29,2088,2109
hsa-miR-21-5p,PTEN,-6.09,3560,3584
hsa-miR-21-5p,PTEN,-12.42,3828,3851
hsa-miR-21-5p,PTEN,-7.5,6971,6993
hsa-miR-21-5p,PTEN,-9.73,1120,1141
hsa-miR-21-5p,PTEN,-7.65,7753,7774
hsa-miR-21-5p,PTEN,-15.96,1389,1410
hsa-miR-21-5p,PTEN,-8.68,2045,2066
hsa-miR-21-5p,PTEN,-9.44,3271,3292
hsa-miR-21-5p,PTEN,-7.52,3310,3330
hsa-miR-21-5p,PTEN,-6.09,3714,3738
hsa-miR-21-5p,PTEN,-7.07,3806,3827
hsa-miR-21-5p,PTEN,-5.06,4170,4191
hsa-miR-21-5p,PTEN,-4.2,5093,5114
hsa-miR-21-5p,PTEN,-7.81,6010,6030
hsa-miR-21-5p,PTEN,-8.98,6606,6627
hsa-miR-21-5p,PTEN,-9.79,7212,7233
hsa-miR-21-5p,PTEN,-9.19,5897,5918
hsa-miR-21-5p,PTEN,-14.08,6537,6557
hsa-miR-21-5p,PTEN,-8.85,4347,4370
hsa-miR-21-5p,PTEN,-11.79,2773,2794
hsa-miR-21-5p,PTEN,-14.21,7150,7172
hsa-miR-21-5p,PTEN,-10.06,4588,4609
hsa-miR-21-5p,PTEN,-5.9,5606,5627
hsa-miR-21-5p,PTEN,-7.98,6178,6199
hsa-miR-21-5p,PTEN,-4.07,2389,2411
hsa-miR-21-5p,PTEN,-16.7,6067,6090
hsa-miR-21-5p,PTEN,-6.85,5110,5129
hsa-miR-21-5p,PTEN,-9.11,7541,7563
hsa-miR-21-5p,PTEN,-6.87,7991,8013
hsa-miR-21-5p,PTEN,-7.98,8644,8666
hsa-miR-21-5p,PTEN,-12.91,1174,1198
hsa-miR-21-5p,PTEN,-8.56,4427,4448
hsa-miR-21-5p,PTEN,-6.94,8571,8594
hsa-miR-21-5p,PTEN,-13.3,8426,8447
hsa-miR-21-5p,PTEN,-11.81,3897,3918
hsa-miR-21-5p,PTEN,-11.64,4982,5005
hsa-miR-21-5p,PTEN,-9.16,3456,3481
hsa-miR-21-5p,PTEN,-11.57,6615,6639
hsa-miR-21-5p,PTEN,-10.11,4675,4694
hsa-miR-21-5p,PTEN,-8.28,6225,6248
hsa-miR-21-5p,PTEN,-3.97,6454,6476
hsa-miR-21-5p,PTEN,-5.03,7636,7657
hsa-miR-21-5p,PTEN,-8.67,1507,1528
hsa-miR-21-5p,PTEN,-12.55,3187,3208
hsa-miR-21-5p,PTEN,-2.17,6984,7005
hsa-miR-21-5p,PTEN,-5.6,7198,7219
hsa-miR-21-5p,PTEN,-9.96,1838,1859
hsa-miR-21-5p,PTEN,-10.69,2716,2739
hsa-miR-21-5p,PTEN,-9.59,8030,8054
hsa-miR-21-5p,PTEN,-11.8,4634,4658
hsa-miR-21-5p,PTEN,-8.22,4890,4915
hsa-miR-21-5p,PTEN,-7.57,7244,7263
hsa-miR-21-5p,PTEN,-11.01,4144,4165
hsa-miR-21-5p,PTEN,-6.1,5366,5386
hsa-miR-21-5p,PTEN,-8.77,8144,8166
hsa-miR-21-5p,PTEN,-6.27,3126,3147
hsa-miR-21-5p,PTEN,-8.88,4170,4190
hsa-miR-21-5p,PTEN,-12.88,5418,5439
hsa-miR-21-5p,PTEN,-7.8,7761,7781
hsa-miR-21-5p,PTEN,-6.25,7953,7974
hsa-miR-21-5p,PTEN,-6.2,2641,2662
hsa-miR-21-5p,PTEN,-2.71,4074,4096
hsa-miR-21-5p,PTEN,-5.83,4869,4891
hsa-miR-21-5p,PTEN,-10.83,5170,5193
hsa-miR-21-5p,PTEN,-11.29,2202,2223
hsa-miR-21-5p,PTEN,-6.09,3674,3698
hsa-miR-21-5p,PTEN,-12.42,3942,3965
hsa-miR-21-5p,PTEN,-7.5,7085,7107
hsa-miR-21-5p,PTEN,-7.65,7867,7888
hsa-miR-21-5p,PTEN,-15.96,1344,1365
hsa-miR-21-5p,PTEN,-8.68,2159,2180
hsa-miR-21-5p,PTEN,-9.44,3385,3406
hsa-miR-21-5p,PTEN,-7.52,3424,3444
hsa-miR-21-5p,PTEN,-6.09,3828,3852
hsa-miR-21-5p,PTEN,-7.07,3920,3941
hsa-miR-21-5p,PTEN,-5.06,4284,4305
hsa-miR-21-5p,PTEN,-4.2,5207,5228
hsa-miR-21-5p,PTEN,-7.81,6124,6144
hsa-miR-21-5p,PTEN,-8.98,6720,6741
hsa-miR-21-5p,PTEN,-9.79,7326,7347
hsa-miR-21-5p,RB1,-8.58,750,770
hsa-miR-21-5p,RB1,-12.45,587,608
hsa-miR-21-5p,RB1,-8.66,4508,4529
hsa-miR-21-5p,RB1,-6.7,537,559
hsa-miR-21-5p,RB1,-10.17,4167,4191
hsa-miR-21-5p,RB1,-10.03,725,746
hsa-miR-21-5p,RB1,-11.12,2680,2701
hsa-miR-21-5p,RB1,-4.56,4625,4647
hsa-miR-21-5p,RB1,-11.24,3256,3278
hsa-miR-21-5p,RB1,-8.29,4444,4466
hsa-miR-21-5p,RB1,-10.95,504,526
hsa-miR-21-5p,RB1,-9.15,1009,1030
hsa-miR-21-5p,RB1,-9.22,1706,1729
hsa-miR-21-5p,RB1,-7.25,3567,3588
hsa-miR-21-5p,RB1,-10.31,4132,4154
hsa-miR-21-5p,RB1,-13.27,482,505
hsa-miR-21-5p,RB1,-6.25,2459,2483
hsa-miR-21-5p,RB1,-6.93,3006,3028
hsa-miR-21-5p,RB1,-4.34,4409,4430
hsa-miR-21-5p,RB1,-7.42,4557,4578
hsa-miR-21-5p,RB1,-11.01,704,726
hsa-miR-21-5p,RB1,-12.19,3521,3544
hsa-miR-21-5p,RB1,-7.68,1978,2001
hsa-miR-21-5p,RB1,-2.52,3879,3899
hsa-miR-21-5p,RB1,-10.03,4257,4280
hsa-miR-21-5p,RB1,-7.59,2117,2137
hsa-miR-21-5p,RB1,-5.09,3172,3192
hsa-miR-21-5p,RB1,-7.65,1445,1466
hsa-miR-21-5p,RB1,-7.73,2230,2248
hsa-miR-21-5p,RB1,-10.51,3100,3121
hsa-miR-25-3p,QKI,-13.27,13356,13377
hsa-miR-25-3p,QKI,-17.4,11787,11808
hsa-miR-25-3p,QKI,-12.92,7743,7764
hsa-miR-25-3p,QKI,-15.43,14401,14424
hsa-miR-25-3p,QKI,-7.17,4282,4303
hsa-miR-25-3p,QKI,-19.05,705,726
hsa-miR-25-3p,QKI,-10.34,1851,1872
hsa-miR-25-3p,QKI,-19.95,9352,9375
hsa-miR-25-3p,QKI,-18.54,14112,14133
hsa-miR-25-3p,QKI,-9.72,4458,4479
hsa-miR-25-3p,QKI,-11.75,7682,7703
hsa-miR-25-3p,QKI,-17.88,14426,14447
hsa-miR-25-3p,QKI,-20.95,10165,10188
hsa-miR-25-3p,QKI,-7.93,1353,1373
hsa-miR-25-3p,QKI,-8.44,3162,3183
hsa-miR-25-3p,QKI,-20.18,739,764
hsa-miR-25-3p,QKI,-13.03,2535,2555
hsa-miR-25-3p,QKI,-9.99,10340,10361
hsa-miR-25-3p,QKI,-25.92,4552,4573
hsa-miR-25-3p,QKI,-7.95,10574,10595
hsa-miR-25-3p,QKI,-7.4,12996,13017
hsa-miR-25-3p,QKI,-6.73,14236,14257
hsa-miR-25-3p,QKI,-9.47,12466,12488
hsa-miR-25-3p,QKI,-15.39,4473,4494
hsa-miR-25-3p,QKI,-12.89,9075,9097
hsa-miR-25-3p,QKI,-11.12,1382,1403
hsa-miR-25-3p,QKI,-15.11,3948,3971
hsa-miR-25-3p,QKI,-14.78,8564,8585
hsa-miR-25-3p,QKI,-8.59,13272,13293
hsa-miR-25-3p,QKI,-15.46,13371,13392
hsa-miR-25-3p,QKI,-10.19,4626,4650
hsa-miR-25-3p,QKI,-9.89,8288,8310
hsa-miR-25-3p,QKI,-9.31,10249,10273
hsa-miR-25-3p,QKI,-10.45,13992,14014
hsa-miR-25-3p,QKI,-12.78,13415,13434
hsa-miR-25-3p,QKI,-13.59,960,981
hsa-miR-25-3p,QKI,-14.03,2516,2537
hsa-miR-25-3p,QKI,-5.69,7706,7727
hsa-miR-25-3p,QKI,-12.53,9413,9434
hsa-miR-25-3p,QKI,-20.6,16132,16153
hsa-miR-25-3p,QKI,-16.69,59,81
hsa-miR-25-3p,QKI,-9.35,13806,13827
hsa-miR-25-3p,QKI,-9.91,14809,14830
hsa-miR-25-3p,QKI,-14.55,2100,2120
hsa-miR-25-3p,QKI,-16.09,3249,3269
hsa-miR-25-3p,QKI,-20.32,3613,3634
hsa-miR-25-3p,QKI,-13.87,5051,5072
hsa-miR-25-3p,QKI,-10.84,8906,8927
hsa-miR-25-3p,QKI,-4.53,10680,10701
hsa-miR-25-3p,QKI,-26.54,11775,11796
hsa-miR-25-3p,QKI,-22.31,915,938
hsa-miR-25-3p,QKI,-8.03,9465,9486
hsa-miR-25-3p,QKI,-7.68,11320,11342
hsa-miR-25-3p,QKI,-17.15,12834,12856
hsa-miR-25-3p,QKI,-11.53,2782,2803
hsa-miR-25-3p,QKI,-7.32,3988,4009
hsa-miR-25-3p,QKI,-4.28,9879,9900
hsa-miR-25-3p,QKI,-3.98,11586,11607
hsa-miR-25-3p,QKI,-13.38,14691,14711
hsa-miR-25-3p,QKI,-10.76,15811,15831
hsa-miR-25-3p,QKI,-12.1,1046,1067
hsa-miR-25-3p,QKI,-15.27,1127,1148
hsa-miR-25-3p,QKI,-6.19,1931,1952
hsa-miR-25-3p,QKI,-7.37,1940,1961
hsa-miR-25-3p,QKI,-12.31,3009,3031
hsa-miR-25-3p,QKI,-11.96,3397,3420
hsa-miR-25-3p,QKI,-6.03,3888,3909
hsa-miR-25-3p,QKI,-8.55,4560,4581
hsa-miR-25-3p,QKI,-9.02,6225,6246
hsa-miR-25-3p,QKI,-6.16,6470,6491
hsa-miR-25-3p,QKI,-16.16,6604,6625
hsa-miR-25-3p,QKI,-3.28,7396,7417
hsa-miR-25-3p,QKI,-18,8070,8091
hsa-miR-25-3p,QKI,-14.03,9217,9238
hsa-miR-25-3p,QKI,-11.54,9332,9353
hsa-miR-25-3p,QKI,-6.53,11061,11082
hsa-miR-25-3p,QKI,-6.11,11364,11385
hsa-miR-25-3p,QKI,-12.2,11673,11696
